YAL060W 	chrI 	35098	35187	0.829979903
YGL228W 	chrVII 	67738	67830	0.628815106
YGL228W 	chrVII 	67834	67918	0.631473745
YGL228W 	chrVII 	67924	68014	0.524464957
YGL228W 	chrVII 	68015	68113	0.702161087
YGL228W 	chrVII 	68114	68208	0.657860828
YGL228W 	chrVII 	68209	68305	0.683221804
YGL228W 	chrVII 	68306	68399	0.666687772
YGL228W 	chrVII 	68400	68502	0.462753736
YGL228W 	chrVII 	68503	68597	0.576288049
YGL228W 	chrVII 	68601	68704	0.50210535
YGL228W 	chrVII 	68705	68802	0.685470307
YGL228W 	chrVII 	68803	68907	0.398173415
YGL228W 	chrVII 	68912	69008	0.519752836
YGL228W 	chrVII 	69009	69097	0.66491203
YGL228W 	chrVII 	69100	69196	0.486148639
YGL228W 	chrVII 	69198	69280	0.563297564
YGL228W 	chrVII 	69282	69359	0.692542014
YGL228W 	chrVII 	69375	69415	0.739366868
YGL225W 	chrVII 	76804	76882	0.921142738
YGL225W 	chrVII 	76886	76987	0.658991473
YGL225W 	chrVII 	76989	77103	0.67712002
YGL225W 	chrVII 	77105	77202	0.57061396
YGL225W 	chrVII 	77203	77324	0.595989486
YGL225W 	chrVII 	77334	77459	0.660408265
YGL225W 	chrVII 	77460	77553	0.651803098
YGL225W 	chrVII 	77554	77681	0.834000028
YGL225W 	chrVII 	77685	77817	0.751881073
YGL225W 	chrVII 	77820	77913	0.554539582
YGL225W 	chrVII 	77914	78033	0.778316547
YGL220W 	chrVII 	82442	82523	0.660946427
YGL220W 	chrVII 	82525	82642	0.590695079
YGL220W 	chrVII 	82646	82757	0.704614298
YGL220W 	chrVII 	82760	82896	0.619352403
YGL215W 	chrVII 	87508	87610	0.448689053
YGL215W 	chrVII 	87611	87720	0.519531045
YGL215W 	chrVII 	87723	87857	0.624471749
YGL215W 	chrVII 	87861	87963	0.711643484
YGL215W 	chrVII 	87964	88068	0.333255333
YGL215W 	chrVII 	88071	88178	0.583825716
YGL215W 	chrVII 	88179	88253	0.458626548
YGL215W 	chrVII 	88255	88333	0.474619918
YGL215W 	chrVII 	88334	88432	0.852890489
YGL215W 	chrVII 	88434	88544	0.560392999
YGL215W 	chrVII 	88549	88645	0.692994483
YGL215W 	chrVII 	88646	88725	0.462976857
YGL215W 	chrVII 	88729	88839	0.482383898
YGL215W 	chrVII 	88843	88931	0.585647645
YGL215W 	chrVII 	88933	89022	0.246122851
YGL215W 	chrVII 	89023	89113	0.482116126
YGL215W 	chrVII 	89114	89188	0.746502308
YGL215W 	chrVII 	89189	89273	0.539697014
YGL215W 	chrVII 	89277	89383	0.65743352
YGL215W 	chrVII 	89384	89477	0.533701884
YGL215W 	chrVII 	89481	89556	0.551967722
YGL215W 	chrVII 	89557	89679	0.533475465
YGL215W 	chrVII 	89680	89837	0.614497159
YGL211W 	chrVII 	92427	92520	0.822733926
YGL211W 	chrVII 	92525	92614	0.571893474
YGL211W 	chrVII 	92615	92699	0.567725574
YGL211W 	chrVII 	92700	92813	0.336057301
YGL211W 	chrVII 	92818	92928	0.795580013
YGL211W 	chrVII 	92929	93050	0.294401109
YGL211W 	chrVII 	93051	93141	0.610226709
YGL211W 	chrVII 	93144	93225	0.711560081
YGL211W 	chrVII 	93228	93325	0.599502095
YGL211W 	chrVII 	93329	93417	0.48935866
YGL211W 	chrVII 	93418	93527	0.287931227
YGL211W 	chrVII 	93529	93627	0.461749135
YGL211W 	chrVII 	93675	93706	-0.392329608
YGL207W 	chrVII 	98885	98988	0.463563943
YGL207W 	chrVII 	98992	99107	0.434148996
YGL207W 	chrVII 	99108	99211	0.619324005
YGL207W 	chrVII 	99214	99295	0.463110574
YGL207W 	chrVII 	99296	99388	0.598208391
YGL207W 	chrVII 	99389	99507	0.690712909
YGL207W 	chrVII 	99508	99610	0.541959539
YGL207W 	chrVII 	99611	99703	0.49657479
YGL207W 	chrVII 	99704	99805	0.522874795
YGL207W 	chrVII 	99807	99918	0.653134356
YGL207W 	chrVII 	99919	100004	0.450245083
YGL207W 	chrVII 	100007	100089	0.62334534
YGL207W 	chrVII 	100091	100194	0.641342197
YGL207W 	chrVII 	100198	100280	0.585270082
YGL207W 	chrVII 	100281	100354	0.657117336
YGL207W 	chrVII 	100358	100441	0.128662607
YGL207W 	chrVII 	100442	100517	0.581993758
YGL207W 	chrVII 	100521	100609	0.421049066
YGL207W 	chrVII 	100610	100698	0.503640343
YGL207W 	chrVII 	100699	100804	0.591058832
YGL207W 	chrVII 	100805	100896	0.631048562
YGL207W 	chrVII 	100897	100986	0.749974465
YGL207W 	chrVII 	100987	101074	0.584798292
YGL207W 	chrVII 	101077	101164	0.366841811
YGL207W 	chrVII 	101169	101263	0.708074117
YGL207W 	chrVII 	101266	101364	0.479302331
YGL207W 	chrVII 	101366	101464	0.81179597
YGL207W 	chrVII 	101471	101576	0.443074817
YGL207W 	chrVII 	101578	101679	0.489534731
YGL207W 	chrVII 	101680	101783	0.46555762
YGL207W 	chrVII 	101784	101902	0.328234516
YGL207W 	chrVII 	101903	102017	0.353418036
YGL207W 	chrVII 	102019	102122	0.462490621
YGL207W 	chrVII 	102125	102221	0.641445526
YGL207W 	chrVII 	102268	102313	0.368383191
YGL202W 	chrVII 	115931	116039	0.622997085
YGL202W 	chrVII 	116041	116131	0.637650598
YGL202W 	chrVII 	116132	116233	0.569228306
YGL202W 	chrVII 	116235	116316	0.524367755
YGL202W 	chrVII 	116319	116413	0.807599535
YGL202W 	chrVII 	116414	116509	0.730951109
YGL202W 	chrVII 	116510	116625	0.466219222
YGL202W 	chrVII 	116630	116716	0.670256051
YGL202W 	chrVII 	116717	116802	0.836900929
YGL202W 	chrVII 	116803	116885	0.788188553
YGL202W 	chrVII 	116886	116993	0.736501327
YGL202W 	chrVII 	116994	117099	0.42305404
YGL202W 	chrVII 	117100	117209	0.846604017
YGL202W 	chrVII 	117211	117304	0.718149958
YGL202W 	chrVII 	117305	117411	0.717658679
YGL202W 	chrVII 	117414	117498	0.495109987
YGL202W 	chrVII 	117500	117603	0.769362409
YGL202W 	chrVII 	117625	117682	0.700825145
YGL198W 	chrVII 	123588	123683	0.393129455
YGL198W 	chrVII 	123684	123779	0.37378613
YGL198W 	chrVII 	123781	123876	0.672895975
YGL198W 	chrVII 	123877	124008	0.582156012
YGL198W 	chrVII 	124010	124108	0.451584519
YGL198W 	chrVII 	124113	124233	0.715382609
YGL198W 	chrVII 	124235	124332	0.711765028
YGL191W 	chrVII 	144717	144805	0.650019225
YGL191W 	chrVII 	144806	144894	0.754405273
YGL191W 	chrVII 	144899	144990	0.575797871
YGL191W 	chrVII 	144991	145083	0.765447554
YGL191W 	chrVII 	145085	145194	0.488003057
YGL191W 	chrVII 	145196	145302	0.79609591
YGL191W 	chrVII 	145303	145398	0.703439861
YGL191W 	chrVII 	145404	145443	0.521614028
YGL172W 	chrVII 	180675	180787	0.317847255
YGL172W 	chrVII 	180788	180888	0.509876849
YGL172W 	chrVII 	180893	180979	0.761890459
YGL172W 	chrVII 	180980	181096	0.559430709
YGL172W 	chrVII 	181097	181196	0.572696812
YGL172W 	chrVII 	181197	181288	0.621122238
YGL172W 	chrVII 	181289	181379	0.624322522
YGL172W 	chrVII 	181380	181465	0.639474066
YGL172W 	chrVII 	181466	181542	0.520494664
YGL172W 	chrVII 	181543	181630	0.590358958
YGL172W 	chrVII 	181631	181720	0.43869994
YGL172W 	chrVII 	181722	181814	0.639828655
YGL172W 	chrVII 	181815	181910	0.603223516
YGL172W 	chrVII 	181912	181993	0.632659161
YGL172W 	chrVII 	181996	182095	0.513325296
YGL172W 	chrVII 	182096	182187	0.698100754
YGL171W 	chrVII 	182379	182472	0.533987633
YGL171W 	chrVII 	182473	182563	0.79641117
YGL171W 	chrVII 	182564	182651	0.558240448
YGL171W 	chrVII 	182654	182743	0.473086574
YGL171W 	chrVII 	182744	182855	0.581526404
YGL171W 	chrVII 	182856	182968	0.619588266
YGL171W 	chrVII 	182975	183072	0.636354499
YGL171W 	chrVII 	183074	183166	0.544776165
YGL171W 	chrVII 	183169	183265	0.679335106
YGL171W 	chrVII 	183270	183371	0.542780877
YGL171W 	chrVII 	183373	183470	0.523625039
YGL171W 	chrVII 	183472	183568	0.706514237
YGL171W 	chrVII 	183572	183676	0.493184773
YGL171W 	chrVII 	183680	183790	0.694942766
YGL171W 	chrVII 	183797	183875	0.783426485
YGL171W 	chrVII 	183885	183968	0.591013003
YGL171W 	chrVII 	183970	184049	0.616025852
YGL171W 	chrVII 	184051	184131	0.870658402
YGL166W 	chrVII 	191126	191228	0.519714096
YGL166W 	chrVII 	191231	191308	0.313083419
YGL166W 	chrVII 	191317	191419	0.607905836
YGL166W 	chrVII 	191420	191524	0.556627041
YGL166W 	chrVII 	191525	191612	0.617192789
YGL166W 	chrVII 	191616	191709	0.503181958
YGL166W 	chrVII 	191710	191787	0.377285148
YGL166W 	chrVII 	191790	191883	0.42320146
YGL159W 	chrVII 	202710	202805	0.537273644
YGL159W 	chrVII 	202808	202899	0.320069003
YGL159W 	chrVII 	202900	202989	0.578232737
YGL159W 	chrVII 	202990	203095	0.468751406
YGL159W 	chrVII 	203097	203201	0.056088395
YGL159W 	chrVII 	203203	203307	0.37507426
YGL159W 	chrVII 	203308	203401	0.719380383
YGL159W 	chrVII 	203402	203509	0.643509893
YGL159W 	chrVII 	203510	203613	0.583426351
YGL159W 	chrVII 	203615	203711	0.314423595
YGL159W 	chrVII 	203712	203817	0.772740583
YGL159W 	chrVII 	203818	203925	0.478518836
YGL157W 	chrVII 	208920	209011	0.641205149
YGL157W 	chrVII 	209014	209118	0.620488068
YGL157W 	chrVII 	209120	209205	0.773232208
YGL157W 	chrVII 	209206	209293	0.528412747
YGL157W 	chrVII 	209294	209384	0.472469728
YGL157W 	chrVII 	209385	209495	0.797071708
YGL157W 	chrVII 	209496	209591	0.697212277
YGL157W 	chrVII 	209592	209691	0.691671099
YGL157W 	chrVII 	209692	209793	0.73332333
YGL157W 	chrVII 	209797	209896	0.566158638
YGL157W 	chrVII 	209897	209983	0.570931424
YGL157W 	chrVII 	209984	210086	0.704174455
YGL157W 	chrVII 	210089	210126	0.372395055
YGL148W 	chrVII 	226332	226422	0.917321118
YGL148W 	chrVII 	226427	226527	0.694266696
YGL148W 	chrVII 	226528	226612	0.818953416
YGL148W 	chrVII 	226616	226689	0.679064204
YGL148W 	chrVII 	226693	226788	0.649609641
YGL148W 	chrVII 	226789	226894	0.436510487
YGL148W 	chrVII 	226895	226985	0.587737676
YGL148W 	chrVII 	226987	227098	0.520655382
YGL148W 	chrVII 	227100	227215	0.760191119
YGL148W 	chrVII 	227216	227299	0.809518356
YGL148W 	chrVII 	227301	227387	0.770172224
YGL148W 	chrVII 	227389	227496	0.567450712
YGL148W 	chrVII 	227497	227586	0.666199551
YGL148W 	chrVII 	227597	227626	0.759003084
YGL137W 	chrVII 	249991	250138	0.732801094
YGL137W 	chrVII 	250140	250243	0.311737762
YGL137W 	chrVII 	250248	250355	0.625628644
YGL137W 	chrVII 	250357	250454	0.496580979
YGL137W 	chrVII 	250455	250559	0.552759601
YGL137W 	chrVII 	250560	250654	0.604158413
YGL137W 	chrVII 	250658	250747	0.681934101
YGL137W 	chrVII 	250748	250854	0.51773212
YGL137W 	chrVII 	250855	250951	0.749490776
YGL137W 	chrVII 	250959	251055	0.637298515
YGL137W 	chrVII 	251060	251155	0.521588773
YGL137W 	chrVII 	251159	251281	0.727770156
YGL137W 	chrVII 	251282	251370	0.711596127
YGL137W 	chrVII 	251371	251508	0.384681952
YGL137W 	chrVII 	251509	251608	0.516114253
YGL137W 	chrVII 	251610	251723	0.663088943
YGL137W 	chrVII 	251725	251818	0.73087478
YGL137W 	chrVII 	251820	251926	0.682642364
YGL137W 	chrVII 	251927	252024	0.698529536
YGL137W 	chrVII 	252028	252117	0.898157572
YGL137W 	chrVII 	252120	252226	0.774720325
YGL137W 	chrVII 	252227	252339	0.641045001
YGL137W 	chrVII 	252340	252441	0.659042326
YGL137W 	chrVII 	252442	252540	0.442488074
YGL137W 	chrVII 	252542	252623	0.875057934
YGL137W 	chrVII 	252625	252693	0.662742994
YGL137W 	chrVII 	252694	252777	0.929727998
YGL137W 	chrVII 	252778	252880	0.417701134
YGL135W 	chrVII 	254539	254628	0.889395242
YGL135W 	chrVII 	254630	254945	0.915423094
YGL135W 	chrVII 	254946	255319	0.549969827
YGL135W 	chrVII 	255353	255410	0.636901513
YGL130W 	chrVII 	266099	266189	0.674193614
YGL130W 	chrVII 	266190	266279	0.333037183
YGL130W 	chrVII 	266280	266405	0.522127654
YGL130W 	chrVII 	266406	266509	0.526466396
YGL130W 	chrVII 	266511	266604	0.562986071
YGL130W 	chrVII 	266609	266692	0.587268148
YGL130W 	chrVII 	266695	266792	0.547954154
YGL130W 	chrVII 	266793	266890	0.358705629
YGL130W 	chrVII 	266894	266984	0.641511776
YGL130W 	chrVII 	266991	267093	0.686933078
YGL130W 	chrVII 	267096	267186	0.622769635
YGL130W 	chrVII 	267187	267292	0.600786931
YGL130W 	chrVII 	267293	267413	0.329444132
YGL130W 	chrVII 	267414	267494	0.607991071
YGL130W 	chrVII 	267495	267602	0.679484712
YGL130W 	chrVII 	267616	267673	0.208535215
YGL126W 	chrVII 	270940	271014	0.510148516
YGL126W 	chrVII 	271021	271126	0.27545484
YGL126W 	chrVII 	271131	271250	0.448761053
YGL126W 	chrVII 	271251	271367	0.648152945
YGL126W 	chrVII 	271370	271469	0.425940307
YGL126W 	chrVII 	271470	271549	0.690611521
YGL126W 	chrVII 	271550	271630	0.74045732
YGL126W 	chrVII 	271631	271741	0.570114924
YGL126W 	chrVII 	271743	271869	0.597611404
YGL126W 	chrVII 	271872	271975	0.679510093
YGL126W 	chrVII 	271976	272091	0.623418126
YGL126W 	chrVII 	272092	272183	0.701870129
YGL126W 	chrVII 	272233	272281	0.454247163
YGL123W 	chrVII 	277492	277588	0.738832835
YGL123W 	chrVII 	277590	277671	0.927848185
YGL123W 	chrVII 	277674	277757	0.78303804
YGL123W 	chrVII 	277758	277855	0.694568315
YGL123W 	chrVII 	277856	277946	0.7325152
YGL123W 	chrVII 	277950	278060	0.205164574
YGL123W 	chrVII 	278061	278161	0.350116096
YGL123W 	chrVII 	278164	278260	0.736918162
YGL123W 	chrVII 	278263	278362	0.525779839
YGL123W 	chrVII 	278365	278458	0.91002241
YGL115W 	chrVII 	291923	292032	0.368897272
YGL115W 	chrVII 	292033	292123	0.576400679
YGL115W 	chrVII 	292124	292242	0.756755736
YGL115W 	chrVII 	292244	292338	0.593227867
YGL115W 	chrVII 	292340	292439	0.781822338
YGL115W 	chrVII 	292444	292540	0.569410378
YGL115W 	chrVII 	292542	292638	0.734841773
YGL115W 	chrVII 	292642	292734	0.656666058
YGL115W 	chrVII 	292735	292832	0.647253816
YGL115W 	chrVII 	292835	292956	0.520174514
YGL115W 	chrVII 	292960	293052	0.653476767
YGL111W 	chrVII 	299950	300051	0.760847211
YGL111W 	chrVII 	300054	300153	0.712493209
YGL111W 	chrVII 	300154	300241	0.711734145
YGL111W 	chrVII 	300244	300328	0.580864471
YGL111W 	chrVII 	300329	300434	0.596462325
YGL111W 	chrVII 	300435	300516	0.936918913
YGL111W 	chrVII 	300517	300615	0.496124886
YGL111W 	chrVII 	300619	300714	0.694188407
YGL111W 	chrVII 	300715	300810	0.711815047
YGL111W 	chrVII 	300811	300884	0.770433616
YGL111W 	chrVII 	300885	300995	0.76696533
YGL111W 	chrVII 	300996	301108	0.79474654
YGL111W 	chrVII 	301109	301232	0.527772474
YGL111W 	chrVII 	301233	301319	0.746631016
YGL111W 	chrVII 	301320	301418	0.792198763
YGL111W 	chrVII 	301419	301503	0.551575983
YGL106W 	chrVII 	306518	306590	0.914247835
YGL106W 	chrVII 	306595	306681	0.728016028
YGL106W 	chrVII 	306682	306773	0.69287395
YGL106W 	chrVII 	306774	306856	0.835564453
YGL106W 	chrVII 	306859	306970	0.826133329
YGL106W 	chrVII 	306971	307067	0.879716305
YGL106W 	chrVII 	307094	307146	0.30767649
YGL105W 	chrVII 	307389	307483	0.825562242
YGL105W 	chrVII 	307486	307568	0.620472397
YGL105W 	chrVII 	307571	307665	0.829724007
YGL105W 	chrVII 	307666	307760	0.598743623
YGL105W 	chrVII 	307768	307864	0.565512634
YGL105W 	chrVII 	307867	307949	0.728945248
YGL105W 	chrVII 	307950	308025	0.807271659
YGL105W 	chrVII 	308026	308104	0.850559017
YGL105W 	chrVII 	308105	308213	0.712416038
YGL105W 	chrVII 	308215	308327	0.465312459
YGL105W 	chrVII 	308328	308423	0.713811842
YGL105W 	chrVII 	308424	308511	0.514204423
YGL105W 	chrVII 	308512	308606	0.866864616
YGL105W 	chrVII 	308640	308687	0.897235323
YGL103W 	chrVII 	310934	311005	0.751533517
YGL103W 	chrVII 	311009	311126	0.135412536
YGL103W 	chrVII 	311127	311241	0.483972945
YGL103W 	chrVII 	311242	311332	0.125286213
YGL103W 	chrVII 	311334	311435	0.361550103
YGL103W 	chrVII 	311436	311550	0.933035582
YGL103W 	chrVII 	311551	311639	0.681446035
YGL103W 	chrVII 	311643	311736	0.511155071
YGL103W 	chrVII 	311737	311838	0.540791301
YGL103W 	chrVII 	311839	311943	0.905732589
YGL103W 	chrVII 	311965	312016	0.945548463
YGL101W 	chrVII 	312163	312244	0.790099314
YGL101W 	chrVII 	312251	312344	0.70245137
YGL101W 	chrVII 	312349	312444	0.487117549
YGL101W 	chrVII 	312445	312537	0.762133383
YGL101W 	chrVII 	312542	312635	0.507538243
YGL101W 	chrVII 	312637	312741	0.363864584
YGL101W 	chrVII 	312750	312839	0.720845056
YGL101W 	chrVII 	312842	312956	0.682412766
YGL101W 	chrVII 	312957	313070	0.373588505
YGL100W 	chrVII 	313195	313299	0.751146561
YGL100W 	chrVII 	313300	313396	0.67453954
YGL100W 	chrVII 	313397	313498	0.535680789
YGL100W 	chrVII 	313499	313594	0.788345384
YGL100W 	chrVII 	313595	313705	0.727615321
YGL100W 	chrVII 	313707	313808	0.489741158
YGL100W 	chrVII 	313810	313900	0.67405195
YGL100W 	chrVII 	313901	313990	0.543623186
YGL100W 	chrVII 	313994	314089	0.558053711
YGL100W 	chrVII 	314090	314190	0.533120913
YGL100W 	chrVII 	314193	314293	0.782304127
YGL100W 	chrVII 	314315	314369	0.502401493
YGL099W 	chrVII 	314588	314660	0.788665251
YGL099W 	chrVII 	314664	314740	0.81909934
YGL099W 	chrVII 	314741	314833	0.554500708
YGL099W 	chrVII 	314837	314925	0.558082562
YGL099W 	chrVII 	314928	315036	0.45829371
YGL099W 	chrVII 	315042	315141	0.393832689
YGL099W 	chrVII 	315142	315250	0.64470779
YGL099W 	chrVII 	315253	315349	0.442751302
YGL099W 	chrVII 	315353	315451	0.802933546
YGL099W 	chrVII 	315453	315549	0.678678175
YGL099W 	chrVII 	315550	315637	0.349665944
YGL099W 	chrVII 	315638	315746	0.617666215
YGL099W 	chrVII 	315747	315860	0.761874824
YGL099W 	chrVII 	315861	315960	0.572916602
YGL099W 	chrVII 	315961	316066	0.600029147
YGL099W 	chrVII 	316069	316159	0.537881025
YGL099W 	chrVII 	316160	316248	0.632545665
YGL099W 	chrVII 	316249	316349	0.545782866
YGL099W 	chrVII 	316350	316448	0.653106708
YGL099W 	chrVII 	316449	316519	0.440540752
YGL097W 	chrVII 	321733	321814	0.811091995
YGL097W 	chrVII 	321816	321896	0.72272863
YGL097W 	chrVII 	321897	322010	0.685863045
YGL097W 	chrVII 	322011	322119	0.556661685
YGL097W 	chrVII 	322120	322219	0.542383154
YGL097W 	chrVII 	322224	322308	0.747020703
YGL097W 	chrVII 	322310	322413	0.783826336
YGL097W 	chrVII 	322414	322515	0.579758443
YGL097W 	chrVII 	322516	322614	0.709456642
YGL097W 	chrVII 	322615	322725	0.793282909
YGL097W 	chrVII 	322726	322821	0.3004643
YGL097W 	chrVII 	322822	322923	0.728520059
YGL097W 	chrVII 	322924	323019	0.798138729
YGL097W 	chrVII 	323023	323123	0.479125782
YGL097W 	chrVII 	323124	323245	0.491237925
YGL097W 	chrVII 	323246	323317	0.87963609
YGL082W 	chrVII 	355755	355847	0.720908819
YGL082W 	chrVII 	355848	355934	0.557346867
YGL082W 	chrVII 	355937	356030	0.49373593
YGL082W 	chrVII 	356031	356108	0.465790489
YGL082W 	chrVII 	356111	356216	0.581662588
YGL082W 	chrVII 	356217	356314	0.743422846
YGL082W 	chrVII 	356316	356397	0.564370152
YGL082W 	chrVII 	356398	356497	0.427604455
YGL082W 	chrVII 	356498	356596	0.728505397
YGL082W 	chrVII 	356599	356679	0.645129841
YGL082W 	chrVII 	356680	356767	0.597143114
YGL082W 	chrVII 	356770	356858	0.675989552
YGL082W 	chrVII 	356859	356940	0.30749676
YGL082W 	chrVII 	356942	357063	0.659314788
YGL082W 	chrVII 	357065	357120	0.597485021
YGL080W 	chrVII 	358555	358638	0.692909413
YGL080W 	chrVII 	358639	358721	0.707272242
YGL080W 	chrVII 	358722	358810	0.711719516
YGL080W 	chrVII 	358811	358915	0.650607239
YGL080W 	chrVII 	358916	359006	0.331608259
YGL080W 	chrVII 	359008	359085	0.538580407
YGL080W 	chrVII 	359086	359191	0.674638658
YGL080W 	chrVII 	359196	359242	0.201703004
YGL068W 	chrVII 	375043	375128	0.829021508
YGL068W 	chrVII 	375132	375210	0.701250652
YGL068W 	chrVII 	375211	375306	0.522698636
YGL068W 	chrVII 	375308	375407	0.788440637
YGL068W 	chrVII 	375409	375512	0.49762232
YGL068W 	chrVII 	375515	375616	0.773800606
YGL068W 	chrVII 	375619	375712	0.718559636
YGL068W 	chrVII 	375713	375824	0.393187448
YGL058W 	chrVII 	393926	394005	0.757285221
YGL058W 	chrVII 	394007	394106	0.60552941
YGL058W 	chrVII 	394109	394211	0.554637159
YGL058W 	chrVII 	394215	394315	0.727747522
YGL058W 	chrVII 	394316	394396	0.662518285
YGL058W 	chrVII 	394397	394500	0.789637481
YGL058W 	chrVII 	394501	394595	0.258362088
YGL058W 	chrVII 	394596	394697	0.366455471
YGL058W 	chrVII 	394698	394783	0.535839383
YGL055W 	chrVII 	398552	398636	0.832763524
YGL055W 	chrVII 	398637	398733	0.525389582
YGL055W 	chrVII 	398734	398843	0.624512742
YGL055W 	chrVII 	398845	398919	0.799927426
YGL055W 	chrVII 	398921	399036	0.764837832
YGL055W 	chrVII 	399037	399152	0.718399958
YGL055W 	chrVII 	399156	399261	0.508039423
YGL055W 	chrVII 	399262	399360	0.697762754
YGL055W 	chrVII 	399361	399464	0.403282202
YGL055W 	chrVII 	399466	399576	0.689261436
YGL055W 	chrVII 	399578	399665	0.767477377
YGL055W 	chrVII 	399666	399762	0.568387541
YGL055W 	chrVII 	399763	399849	0.828172986
YGL055W 	chrVII 	399850	399960	0.628538941
YGL055W 	chrVII 	399961	400057	0.578740325
YGL055W 	chrVII 	400061	400170	0.363415894
YGL055W 	chrVII 	400171	400234	0.726702268
YGL055W 	chrVII 	400235	400387	0.728372083
YGL043W 	chrVII 	417468	417560	0.616656001
YGL043W 	chrVII 	417561	417651	0.664020465
YGL043W 	chrVII 	417653	417737	0.641929843
YGL043W 	chrVII 	417738	417827	0.699161179
YGL043W 	chrVII 	417828	417908	0.451893473
YGL043W 	chrVII 	417909	417991	0.703405162
YGL043W 	chrVII 	417992	418073	0.449142819
YGL043W 	chrVII 	418074	418155	0.750925775
YGL043W 	chrVII 	418156	418237	0.528562425
YGL043W 	chrVII 	418238	418325	0.497678399
YGL043W 	chrVII 	418328	418422	0.684792071
YGL043W 	chrVII 	418423	418515	0.284862236
YGL043W 	chrVII 	418516	418595	0.61086998
YGL039W 	chrVII 	423875	423961	0.284797962
YGL039W 	chrVII 	423963	424081	0.183058024
YGL039W 	chrVII 	424082	424169	0.460939462
YGL039W 	chrVII 	424175	424262	0.524876805
YGL039W 	chrVII 	424265	424354	0.359310485
YGL039W 	chrVII 	424355	424461	0.590071108
YGL039W 	chrVII 	424463	424557	0.480474649
YGL039W 	chrVII 	424558	424660	0.524388594
YGL039W 	chrVII 	424661	424765	0.555650832
YGL039W 	chrVII 	424767	424870	0.573442541
YGL039W 	chrVII 	424872	424952	0.580030022
YGL039W 	chrVII 	424956	425046	0.643927923
YGL039W 	chrVII 	425067	425114	0.54951396
YGL030W 	chrVII 	439006	439092	0.965898541
YGL030W 	chrVII 	439094	439210	0.138869219
YGL030W 	chrVII 	439212	439303	0.634693347
YGL030W 	chrVII 	439310	439400	0.931661826
YGL030W 	chrVII 	439405	439501	0.597261759
YGL030W 	chrVII 	439502	439623	0.774784275
YGL030W 	chrVII 	439658	439719	0.38787177
YGL029W 	chrVII 	440004	440087	0.944708982
YGL029W 	chrVII 	440088	440176	0.670851129
YGL029W 	chrVII 	440177	440255	0.756808297
YGL029W 	chrVII 	440260	440343	0.865351936
YGL029W 	chrVII 	440345	440437	0.809640039
YGL029W 	chrVII 	440444	440519	0.894633046
YGL022W 	chrVII 	452331	452409	0.78701224
YGL022W 	chrVII 	452414	452537	0.72393006
YGL022W 	chrVII 	452538	452637	0.756165434
YGL022W 	chrVII 	452638	452747	0.479111373
YGL022W 	chrVII 	452757	452870	0.740885311
YGL022W 	chrVII 	452875	452979	0.681963026
YGL022W 	chrVII 	452981	453098	0.457672218
YGL022W 	chrVII 	453100	453199	0.619664666
YGL022W 	chrVII 	453200	453321	0.616844406
YGL022W 	chrVII 	453323	453441	0.711688109
YGL022W 	chrVII 	453445	453547	0.73510399
YGL022W 	chrVII 	453548	453674	0.341698386
YGL022W 	chrVII 	453675	453763	0.648973669
YGL022W 	chrVII 	453764	453868	0.719702012
YGL022W 	chrVII 	453873	453991	0.611657358
YGL022W 	chrVII 	453992	454074	0.728242795
YGL022W 	chrVII 	454075	454197	0.645320677
YGL022W 	chrVII 	454199	454293	0.67754547
YGL022W 	chrVII 	454297	454377	0.691541493
YGL022W 	chrVII 	454378	454471	0.689993581
YGL022W 	chrVII 	454472	454573	0.555807737
YGL022W 	chrVII 	454574	454657	0.754889367
YGL022W 	chrVII 	454679	454722	-0.295049217
YGL019W 	chrVII 	458062	458159	0.803888843
YGL019W 	chrVII 	458161	458274	0.643201476
YGL019W 	chrVII 	458277	458370	0.575103696
YGL019W 	chrVII 	458375	458479	0.803777264
YGL019W 	chrVII 	458482	458572	0.459718921
YGL019W 	chrVII 	458573	458676	0.325064348
YGL019W 	chrVII 	458678	458785	0.747485851
YGL019W 	chrVII 	458787	458901	0.784055972
YGL019W 	chrVII 	458903	459004	0.423792911
YGL019W 	chrVII 	459022	459074	0.845123392
YGL012W 	chrVII 	472819	472918	0.740376076
YGL012W 	chrVII 	472919	473037	0.419604913
YGL012W 	chrVII 	473043	473149	0.549070021
YGL012W 	chrVII 	473150	473262	0.629036147
YGL012W 	chrVII 	473263	473388	0.66141869
YGL012W 	chrVII 	473389	473491	0.70948839
YGL012W 	chrVII 	473495	473623	0.472869325
YGL012W 	chrVII 	473624	473736	0.559371842
YGL012W 	chrVII 	473737	473847	0.884135687
YGL012W 	chrVII 	473851	473949	0.787468195
YGL012W 	chrVII 	473950	474053	0.739165003
YGL012W 	chrVII 	474054	474171	0.621574527
YGL012W 	chrVII 	474174	474267	0.534398119
YGL012W 	chrVII 	474319	474370	0.808457017
YGL002W 	chrVII 	494443	494561	0.520061703
YGL002W 	chrVII 	494562	494666	0.611388518
YGL002W 	chrVII 	494667	494776	0.447466074
YGL002W 	chrVII 	494777	494880	0.417797834
YGL002W 	chrVII 	494881	494981	0.379696121
YGL002W 	chrVII 	494983	495083	0.335917238
YGL002W 	chrVII 	495087	495187	0.406448066
YGL002W 	chrVII 	495188	495299	0.839894238
YGR007W 	chrVII 	506958	507066	0.582356654
