YAL049C 	chrI 	51739 	51847 	0.598858232923
YFR024C-A 	chrVI 	201994 	202087 	0.720496019374
YFR024C-A 	chrVI 	202089 	202175 	0.662504079243
YFR024C-A 	chrVI 	202176 	202268 	0.812235470381
YFR024C-A 	chrVI 	202270 	202374 	0.683890915308
YFR024C-A 	chrVI 	202375 	202486 	0.654790632454
YFR024C-A 	chrVI 	202489 	202573 	0.730421826777
YFR024C-A 	chrVI 	202574 	202671 	0.789534362078
YFR024C-A 	chrVI 	202673 	202787 	0.589905225222
YFR024C-A 	chrVI 	202788 	202908 	0.257244226749
YFR024C-A 	chrVI 	202909 	203052 	0.417063467611
YFR024C-A 	chrVI 	203053 	203175 	0.527813933362
YFR024C-A 	chrVI 	203177 	203279 	0.626979173881
YFR024C-A 	chrVI 	203280 	203422 	0.86937399122
YFR025C 	chrVI 	203662 	203756 	0.634605711244
YFR025C 	chrVI 	203757 	203851 	0.482581041618
YFR025C 	chrVI 	203852 	203958 	0.68412253993
YFR025C 	chrVI 	203962 	204043 	0.633510819388
YFR025C 	chrVI 	204045 	204139 	0.436772745999
YFR025C 	chrVI 	204140 	204235 	0.642966518566
YFR025C 	chrVI 	204236 	204322 	0.730886465197
YFR025C 	chrVI 	204326 	204436 	0.412774819953
YFR025C 	chrVI 	204437 	204535 	0.624481955849
YFR025C 	chrVI 	204536 	204619 	0.396772226111
YFR025C 	chrVI 	204621 	204718 	0.394011778051
YFR025C 	chrVI 	204728 	204768 	0.782739177434
YFR028C 	chrVI 	208421 	208505 	0.715617728557
YFR028C 	chrVI 	208506 	208588 	0.500528958722
YFR028C 	chrVI 	208589 	208665 	0.668410651104
YFR028C 	chrVI 	208667 	208748 	0.573539944302
YFR028C 	chrVI 	208749 	208835 	0.722187732971
YFR028C 	chrVI 	208837 	208931 	0.579130153074
YFR028C 	chrVI 	208932 	209024 	0.701894906886
YFR028C 	chrVI 	209025 	209129 	0.56999875217
YFR028C 	chrVI 	209134 	209246 	0.697746766624
YFR028C 	chrVI 	209247 	209354 	0.560296976053
YFR028C 	chrVI 	209356 	209453 	0.612376496281
YFR028C 	chrVI 	209455 	209547 	0.846095943632
YFR028C 	chrVI 	209548 	209662 	0.786028040944
YFR028C 	chrVI 	209667 	209772 	0.697198166695
YFR028C 	chrVI 	209773 	209858 	0.505084133596
YFR028C 	chrVI 	209859 	209978 	0.577885226668
YFR028C 	chrVI 	209980 	210068 	0.527374837402
YFR031C-A 	chrVI 	220371 	220444 	0.305874224598
YFR031C-A 	chrVI 	220445 	220534 	0.831512394662
YFR031C-A 	chrVI 	220536 	220778 	0.819745643457
YFR031C-A 	chrVI 	220781 	220865 	0.584203238169
YFR031C-A 	chrVI 	220866 	221023 	0.810680600288
YFR031C-A 	chrVI 	221024 	221121 	0.350662461061
YFR031C-A 	chrVI 	221123 	221232 	0.791016576474
YFR031C-A 	chrVI 	221233 	221348 	0.932095988358
YFR031C-A 	chrVI 	221349 	221451 	0.769622972752
YFR032C-A 	chrVI 	223149 	223254 	0.622269574098
YFR032C-A 	chrVI 	223255 	223346 	0.770970420102
YFR032C-A 	chrVI 	223348 	223413 	0.735216821404
YFR032C-A 	chrVI 	223415 	223510 	0.972323165856
YFR032C-A 	chrVI 	223511 	223605 	0.170382592815
YFR032C-A 	chrVI 	223606 	223705 	0.383152500175
YFR032C-A 	chrVI 	223706 	223797 	0.638103421145
YFR033C 	chrVI 	224181 	224256 	0.906298664438
YFR033C 	chrVI 	224260 	224363 	0.59160668362
YFR033C 	chrVI 	224364 	224459 	0.723424183319
YFR033C 	chrVI 	224462 	224558 	0.23219571285
YFR033C 	chrVI 	224560 	224651 	0.633842166
YFR033C 	chrVI 	224652 	224757 	0.741558587012
YFR033C 	chrVI 	224758 	224825 	0.924112667051
YFR037C 	chrVI 	227353 	227459 	0.808278097484
YFR037C 	chrVI 	227460 	227544 	0.881867717596
YFR037C 	chrVI 	227545 	227642 	0.855361478073
YFR037C 	chrVI 	227643 	227744 	0.528496240258
YFR037C 	chrVI 	227745 	227837 	0.648140314989
YFR037C 	chrVI 	227838 	227921 	0.519766034662
YFR037C 	chrVI 	227923 	228037 	0.706951890688
YFR037C 	chrVI 	228039 	228138 	0.620985154171
YFR037C 	chrVI 	228140 	228245 	0.482468878648
YFR037C 	chrVI 	228247 	228337 	0.619845080233
YFR037C 	chrVI 	228338 	228427 	0.749266583333
YFR037C 	chrVI 	228429 	228512 	0.631552461083
YFR037C 	chrVI 	228513 	228611 	0.724380011897
YFR037C 	chrVI 	228612 	228708 	0.614069710384
YFR037C 	chrVI 	228710 	228810 	0.85483854275
YFR037C 	chrVI 	228811 	228887 	0.522973895197
YFR037C 	chrVI 	228889 	228989 	0.555610602295
YFR037C 	chrVI 	228991 	229074 	0.738945307872
YFR037C 	chrVI 	229076 	229151 	0.618305064757
YFR037C 	chrVI 	229165 	229209 	0.928344319273
YFR044C 	chrVI 	239952 	240063 	0.513757184576
YFR044C 	chrVI 	240064 	240174 	0.278393234876
YFR044C 	chrVI 	240175 	240280 	0.552256753551
YFR044C 	chrVI 	240282 	240370 	0.131952001463
YFR044C 	chrVI 	240372 	240478 	0.567868641471
YFR044C 	chrVI 	240482 	240577 	0.665230982085
YFR044C 	chrVI 	240578 	240685 	0.381811113782
YFR044C 	chrVI 	240687 	240802 	0.417894648383
YFR044C 	chrVI 	240803 	240921 	0.495301369424
YFR044C 	chrVI 	240922 	241028 	0.508073004146
YFR044C 	chrVI 	241029 	241143 	0.733772815766
YFR044C 	chrVI 	241144 	241239 	0.712660507302
YFR044C 	chrVI 	241240 	241336 	0.710937746486
YFR044C 	chrVI 	241337 	241428 	0.532203671478
YFR047C 	chrVI 	244254 	244354 	0.575790881072
YFR047C 	chrVI 	244357 	244459 	0.522526805852
YFR047C 	chrVI 	244464 	244582 	0.173473910375
YFR047C 	chrVI 	244583 	244682 	0.679017030015
YFR047C 	chrVI 	244685 	244783 	0.522592489332
YFR047C 	chrVI 	244784 	244872 	0.423679294926
YFR047C 	chrVI 	244873 	245000 	0.656697814451
YFR047C 	chrVI 	245005 	245123 	0.595041018374
YFR047C 	chrVI 	245156 	245192 	0.808361710106
YFR050C 	chrVI 	248917 	249021 	0.858542273663
YFR050C 	chrVI 	249022 	249109 	0.819100884083
YFR050C 	chrVI 	249110 	249201 	0.443167272855
YFR050C 	chrVI 	249205 	249301 	0.768380763247
YFR050C 	chrVI 	249302 	249413 	0.653843321687
YFR050C 	chrVI 	249415 	249503 	0.694951225236
YFR050C 	chrVI 	249504 	249610 	0.408620020453
YFR050C 	chrVI 	249611 	249725 	0.559390744228
YFR050C 	chrVI 	249726 	249810 	0.610220335716
YFR050C 	chrVI 	249811 	249888 	0.468491206834
YFR051C 	chrVI 	250095 	250181 	0.758242613312
YFR051C 	chrVI 	250183 	250271 	0.484952944639
YFR051C 	chrVI 	250272 	250364 	0.574057735458
YFR051C 	chrVI 	250365 	250454 	0.728329854635
YFR051C 	chrVI 	250455 	250557 	0.500731200998
YFR051C 	chrVI 	250558 	250642 	0.727945940063
YFR051C 	chrVI 	250644 	250728 	0.665808069356
YFR051C 	chrVI 	250730 	250813 	0.689085473152
YFR051C 	chrVI 	250814 	250910 	0.274859792672
YFR051C 	chrVI 	250912 	251011 	0.505736033822
YFR051C 	chrVI 	251013 	251127 	0.568694140214
YFR051C 	chrVI 	251128 	251204 	0.644556341377
YFR051C 	chrVI 	251205 	251302 	0.484912276873
YFR051C 	chrVI 	251304 	251394 	0.649497653382
YFR051C 	chrVI 	251398 	251496 	0.600398391323
YFR051C 	chrVI 	251497 	251589 	0.522972739665
YFR051C 	chrVI 	251592 	251679 	0.756905234429
YFR051C 	chrVI 	251681 	251777 	0.53913905811
YFR051C 	chrVI 	251795 	251832 	0.766553999569
YGL257C 	chrVII 	12375 	12479 	0.771646742142
YGL257C 	chrVII 	12480 	12574 	0.407783974314
YGL257C 	chrVII 	12577 	12680 	0.422412003114
YGL257C 	chrVII 	12682 	12774 	0.6440909528
YGL257C 	chrVII 	12775 	12891 	0.597906546541
YGL257C 	chrVII 	12892 	13000 	0.683235031675
YGL257C 	chrVII 	13004 	13097 	0.477007343582
YGL257C 	chrVII 	13098 	13211 	0.742044765997
YGL257C 	chrVII 	13213 	13319 	0.611476886158
YGL257C 	chrVII 	13320 	13409 	0.495526391412
YGL257C 	chrVII 	13410 	13502 	0.606894324708
YGL257C 	chrVII 	13503 	13599 	0.371418011774
YGL257C 	chrVII 	13604 	13717 	0.732288240527
YGL257C 	chrVII 	13720 	13812 	0.601790775323
YGL257C 	chrVII 	13813 	13932 	0.709767959291
YGL257C 	chrVII 	13933 	14037 	0.702496021101
YGL257C 	chrVII 	14038 	14152 	0.498803224997
YGL257C 	chrVII 	14154 	14245 	0.546930922194
YGL252C 	chrVII 	25587 	25667 	0.515262563933
YGL252C 	chrVII 	25668 	25763 	0.641734933853
YGL252C 	chrVII 	25766 	25862 	0.657364408324
YGL252C 	chrVII 	25863 	25945 	0.680796320826
YGL252C 	chrVII 	25947 	26081 	0.596142887128
YGL252C 	chrVII 	26082 	26176 	0.405394584178
YGL252C 	chrVII 	26177 	26272 	0.564888955898
YGL252C 	chrVII 	26273 	26361 	0.579408566239
YGL252C 	chrVII 	26363 	26452 	0.864648686857
YGL252C 	chrVII 	26453 	26581 	0.672787921804
YGL252C 	chrVII 	26583 	26673 	0.575074751104
YGL252C 	chrVII 	26676 	26789 	0.457447599438
YGL252C 	chrVII 	26790 	26884 	0.578956866744
YGL252C 	chrVII 	26886 	26977 	0.391348157448
YGL252C 	chrVII 	26978 	27096 	0.644642363829
YGL252C 	chrVII 	27098 	27200 	0.561831923396
YGL252C 	chrVII 	27210 	27300 	0.711582584477
YGL252C 	chrVII 	27301 	27417 	0.566993267736
YGL252C 	chrVII 	27419 	27525 	0.528575910316
YGL246C 	chrVII 	37520 	37617 	0.487857129717
YGL246C 	chrVII 	37618 	37725 	0.371129947585
YGL246C 	chrVII 	37726 	37829 	0.632045111889
YGL246C 	chrVII 	37832 	37931 	0.464468824249
YGL246C 	chrVII 	37932 	38035 	0.677608477202
YGL246C 	chrVII 	38040 	38143 	0.627224009931
YGL246C 	chrVII 	38144 	38246 	0.502146134998
YGL246C 	chrVII 	38247 	38347 	0.515450379971
YGL246C 	chrVII 	38348 	38453 	0.392165807398
YGL246C 	chrVII 	38456 	38543 	0.421622596161
YGL246C 	chrVII 	38546 	38650 	0.55729176048
YGL246C 	chrVII 	38651 	38740 	0.656565163239
YGL246C 	chrVII 	38783 	38827 	0.761572457616
YGL242C 	chrVII 	44460 	44552 	0.629794804041
YGL242C 	chrVII 	44553 	44655 	0.687317564037
YGL242C 	chrVII 	44656 	44757 	0.727080267759
YGL242C 	chrVII 	44758 	44871 	0.634835578096
YGL242C 	chrVII 	44873 	44966 	0.760260101766
YGL242C 	chrVII 	44967 	45064 	0.582706933596
YGL242C 	chrVII 	45066 	45166 	0.523020180181
YGL242C 	chrVII 	45219 	45260 	0.556894465337
YGL231C 	chrVII 	62910 	63036 	0.881592746917
YGL231C 	chrVII 	63037 	63144 	0.7353078175
YGL231C 	chrVII 	63146 	63243 	0.450473897942
YGL231C 	chrVII 	63244 	63326 	0.663137976686
YGL231C 	chrVII 	63327 	63423 	0.774685470756
YGL231C 	chrVII 	63424 	63495 	0.449834702023
YGL231C 	chrVII 	63496 	63572 	0.63429695432
YGL231C 	chrVII 	63613 	63650 	0.914426182473
YGL226C-A 	chrVII 	72634 	72757 	0.64978176341
YGL226C-A 	chrVII 	72763 	72879 	0.373298154317
YGL226C-A 	chrVII 	72880 	72973 	0.734345150929
YGL226C-A 	chrVII 	72974 	73080 	0.855731329029
YGL226C-A 	chrVII 	73081 	73191 	0.613880510871
YGL221C 	chrVII 	81344 	81446 	0.51212763821
YGL221C 	chrVII 	81450 	81554 	0.621961818813
YGL221C 	chrVII 	81555 	81647 	0.741917880223
YGL221C 	chrVII 	81651 	81746 	0.756408165604
YGL221C 	chrVII 	81754 	81851 	0.769388069258
YGL221C 	chrVII 	81852 	81962 	0.63908136663
YGL221C 	chrVII 	81964 	82034 	0.602365890891
YGL221C 	chrVII 	82035 	82136 	0.86048428854
YGL221C 	chrVII 	82137 	82222 	0.473908377155
YGL221C 	chrVII 	82223 	82304 	0.709487710701
YGL213C 	chrVII 	89934 	90049 	0.697820730962
YGL213C 	chrVII 	90052 	90188 	0.584763871572
YGL213C 	chrVII 	90189 	90290 	0.413948563459
YGL213C 	chrVII 	90291 	90417 	0.652511198807
YGL213C 	chrVII 	90418 	90514 	0.654510402252
YGL213C 	chrVII 	90515 	90612 	0.47733250749
YGL213C 	chrVII 	90613 	90707 	0.466672641667
YGL213C 	chrVII 	90708 	90803 	0.657523041811
YGL213C 	chrVII 	90804 	90898 	0.484427707077
YGL213C 	chrVII 	90899 	90996 	0.635257948353
YGL213C 	chrVII 	90998 	91103 	0.735357971704
YGL213C 	chrVII 	91104 	91224 	0.520475433428
YGL213C 	chrVII 	91251 	91292 	0.789430110299
YGL200C 	chrVII 	122623 	122714 	0.622456283948
YGL200C 	chrVII 	122718 	122824 	0.893980855626
YGL200C 	chrVII 	122826 	122920 	0.719780126816
YGL200C 	chrVII 	122922 	123017 	0.682122441215
YGL200C 	chrVII 	123018 	123111 	0.855944911002
YGL200C 	chrVII 	123113 	123215 	0.54715161107
YGL200C 	chrVII 	123218 	123324 	0.630815785164
YGL200C 	chrVII 	123330 	123373 	0.904205926761
YGL189C 	chrVII 	148167 	148254 	0.864589678118
YGL189C 	chrVII 	148257 	148330 	0.32261321117
YGL189C 	chrVII 	148331 	148425 	0.483600743018
YGL189C 	chrVII 	148428 	148522 	0.880165258856
YGL189C 	chrVII 	148523 	148606 	0.737922539262
YGL189C 	chrVII 	148609 	148706 	0.403270836066
YGL189C 	chrVII 	148707 	148798 	0.567380417471
YGL189C 	chrVII 	148799 	148889 	0.33137917845
YGL189C 	chrVII 	148938 	149000 	0.510343409668
YGL186C 	chrVII 	151007 	151121 	0.859547200123
YGL186C 	chrVII 	151122 	151262 	0.552911605631
YGL186C 	chrVII 	151263 	151353 	0.789532703142
YGL186C 	chrVII 	151354 	151455 	0.588795343279
YGL186C 	chrVII 	151457 	151586 	0.584727722579
YGL186C 	chrVII 	151592 	151688 	0.750134479509
YGL186C 	chrVII 	151691 	151823 	0.724358804185
YGL186C 	chrVII 	151825 	151929 	0.555685894339
YGL186C 	chrVII 	151938 	152042 	0.292804102546
YGL186C 	chrVII 	152043 	152137 	0.685453964853
YGL186C 	chrVII 	152138 	152279 	0.511201939914
YGL186C 	chrVII 	152280 	152401 	0.595030869885
YGL186C 	chrVII 	152402 	152530 	0.52915765136
YGL186C 	chrVII 	152531 	152629 	0.699835736839
YGL186C 	chrVII 	152630 	152716 	0.627434526375
YGL186C 	chrVII 	152717 	152795 	0.505521230205
YGL161C 	chrVII 	199087 	199204 	0.141561064127
YGL161C 	chrVII 	199205 	199316 	0.760732748749
YGL161C 	chrVII 	199317 	199429 	0.598802727439
YGL161C 	chrVII 	199431 	199541 	0.444417486758
YGL161C 	chrVII 	199542 	199650 	0.728377623963
YGL161C 	chrVII 	199652 	199766 	0.415049678392
YGL161C 	chrVII 	199768 	199859 	0.715527968414
YGL161C 	chrVII 	199861 	199952 	0.843815328736
YGL161C 	chrVII 	199953 	200039 	0.799133744508
YGL161C 	chrVII 	200040 	200141 	0.644416173095
YGL161C 	chrVII 	200144 	200237 	0.650225093449
YGL147C 	chrVII 	227640 	227716 	0.838093608658
YGL147C 	chrVII 	227717 	227834 	0.549792133821
YGL147C 	chrVII 	227839 	227931 	0.568646264688
YGL147C 	chrVII 	227933 	228037 	0.808378949461
YGL147C 	chrVII 	228038 	228190 	0.76957638305
YGL147C 	chrVII 	228191 	228297 	0.764222040202
YGL147C 	chrVII 	228298 	228371 	0.94274182193
YGL122C 	chrVII 	278842 	278941 	0.642315099574
YGL122C 	chrVII 	278942 	279021 	0.493760119771
YGL122C 	chrVII 	279022 	279102 	0.461101476687
YGL122C 	chrVII 	279105 	279214 	0.76068829892
YGL122C 	chrVII 	279218 	279311 	0.522474127671
YGL122C 	chrVII 	279313 	279392 	0.658230881081
YGL122C 	chrVII 	279394 	279488 	0.710808378965
YGL122C 	chrVII 	279489 	279591 	0.857798189686
YGL122C 	chrVII 	279593 	279689 	0.571225431198
YGL122C 	chrVII 	279691 	279776 	0.650541088219
YGL122C 	chrVII 	279779 	279883 	0.607848177244
YGL122C 	chrVII 	279884 	279984 	0.658982330573
YGL122C 	chrVII 	279986 	280058 	0.7076888873
YGL122C 	chrVII 	280059 	280187 	0.774893480597
YGL122C 	chrVII 	280188 	280264 	0.557282807215
YGL122C 	chrVII 	280271 	280381 	0.432567017639
YGL122C 	chrVII 	280383 	280499 	0.617875500164
YGL122C 	chrVII 	280513 	280555 	0.644118960068
YGL120C 	chrVII 	281520 	281608 	0.694604269484
YGL120C 	chrVII 	281610 	281681 	0.851823299063
YGL120C 	chrVII 	281682 	281773 	0.358419602035
YGL120C 	chrVII 	281776 	281871 	0.610333530697
YGL120C 	chrVII 	281872 	281959 	0.293164005646
YGL120C 	chrVII 	281960 	282048 	0.652908886556
YGL120C 	chrVII 	282050 	282134 	0.711205961376
YGL120C 	chrVII 	282135 	282236 	0.609602607067
YGL120C 	chrVII 	282238 	282324 	0.797955969727
YGL120C 	chrVII 	282325 	282434 	0.633447020577
YGL120C 	chrVII 	282438 	282537 	0.740168727375
YGL120C 	chrVII 	282539 	282623 	0.604125418823
YGL120C 	chrVII 	282624 	282731 	0.81232873869
YGL120C 	chrVII 	282732 	282822 	0.434047927974
YGL120C 	chrVII 	282824 	282914 	0.425060673444
YGL120C 	chrVII 	282915 	283028 	0.595209331936
YGL120C 	chrVII 	283030 	283131 	0.522978560861
YGL120C 	chrVII 	283132 	283230 	0.614893263712
YGL120C 	chrVII 	283232 	283339 	0.676599854106
YGL120C 	chrVII 	283343 	283454 	0.844211939245
YGL120C 	chrVII 	283455 	283557 	0.563598025247
YGL120C 	chrVII 	283560 	283654 	0.436145160127
YGL120C 	chrVII 	283657 	283748 	0.697234087284
YGL120C 	chrVII 	283749 	283834 	0.586253227669
YGL120C 	chrVII 	283838 	283923 	0.297695788865
YGL120C 	chrVII 	283957 	283999 	0.412375277423
YGL112C 	chrVII 	298066 	298173 	0.628702132086
YGL112C 	chrVII 	298175 	298284 	0.788549788448
YGL112C 	chrVII 	298287 	298392 	0.384573196518
YGL112C 	chrVII 	298393 	298472 	0.63939556417
YGL112C 	chrVII 	298475 	298595 	0.516829928334
YGL112C 	chrVII 	298596 	298682 	0.616233276253
YGL112C 	chrVII 	298683 	298772 	0.512885173785
YGL112C 	chrVII 	298775 	298874 	0.328212343264
YGL112C 	chrVII 	298876 	298966 	0.544263609229
YGL112C 	chrVII 	298967 	299055 	0.257955804863
YGL112C 	chrVII 	299059 	299140 	0.470513589449
YGL112C 	chrVII 	299142 	299236 	0.605148779858
YGL112C 	chrVII 	299239 	299325 	0.658633976695
YGL112C 	chrVII 	299326 	299428 	0.534020939911
YGL112C 	chrVII 	299429 	299538 	0.70357806354
YGL112C 	chrVII 	299539 	299640 	0.436162518574
YGL112C 	chrVII 	299642 	299734 	0.545706136292
YGL091C 	chrVII 	341927 	342015 	0.303191215297
YGL091C 	chrVII 	342016 	342129 	0.79157601336
YGL091C 	chrVII 	342130 	342252 	0.654828669187
YGL091C 	chrVII 	342255 	342359 	0.713187225115
YGL091C 	chrVII 	342360 	342456 	0.265698206615
YGL091C 	chrVII 	342459 	342551 	0.204891412624
YGL091C 	chrVII 	342552 	342656 	0.734903204239
YGL091C 	chrVII 	342657 	342759 	0.491871214187
YGL091C 	chrVII 	342766 	342862 	0.604421238241
YGL091C 	chrVII 	342865 	342963 	0.396392660781
YGL091C 	chrVII 	342964 	343045 	0.629860281058
YGL091C 	chrVII 	343066 	343118 	0.908399624156
YGL078C 	chrVII 	360089 	360198 	0.883318997492
YGL078C 	chrVII 	360200 	360308 	0.795270026191
YGL078C 	chrVII 	360309 	360402 	0.760107502904
YGL078C 	chrVII 	360403 	360498 	0.530096879637
YGL078C 	chrVII 	360499 	360606 	0.472486683312
YGL078C 	chrVII 	360607 	360700 	0.717333392374
YGL078C 	chrVII 	360702 	360805 	0.600217516664
YGL078C 	chrVII 	360806 	360896 	0.857462179053
YGL078C 	chrVII 	360897 	360979 	0.834930032997
YGL078C 	chrVII 	360981 	361068 	0.63839122053
YGL078C 	chrVII 	361069 	361175 	0.694550741929
YGL078C 	chrVII 	361176 	361294 	0.611896549451
YGL078C 	chrVII 	361295 	361393 	0.752171566583
YGL078C 	chrVII 	361396 	361495 	0.827890116105
YGL078C 	chrVII 	361497 	361603 	0.692810806006
YGL078C 	chrVII 	361604 	361696 	0.702741136558
YGL078C 	chrVII 	361701 	361779 	0.908843475593
YGL078C 	chrVII 	361780 	361862 	0.874100271774
YGL078C 	chrVII 	361902 	361948 	0.582718180596
YGL077C 	chrVII 	362167 	362276 	0.900528920776
YGL077C 	chrVII 	362277 	362373 	0.569327647302
YGL077C 	chrVII 	362374 	362501 	0.755343859723
YGL077C 	chrVII 	362505 	362630 	0.504787366078
YGL077C 	chrVII 	362631 	362745 	0.628230077351
YGL077C 	chrVII 	362746 	362863 	0.61362153365
YGL077C 	chrVII 	362866 	362974 	0.479530639509
YGL077C 	chrVII 	362976 	363090 	0.5004534725
YGL077C 	chrVII 	363091 	363209 	0.780569298014
YGL077C 	chrVII 	363210 	363306 	0.821106893631
YGL077C 	chrVII 	363308 	363427 	0.71715355938
YGL077C 	chrVII 	363429 	363531 	0.508357540317
YGL077C 	chrVII 	363532 	363671 	0.616525391118
YGL077C 	chrVII 	363672 	363812 	0.241920214099
YGL077C 	chrVII 	363813 	363907 	0.493178819348
YGL077C 	chrVII 	363910 	364008 	0.612042443573
YGL077C 	chrVII 	364046 	364086 	0.654203192661
YGL076C 	chrVII 	365440 	365526 	0.901170896561
YGL076C 	chrVII 	365527 	365638 	0.99765123835
YGL076C 	chrVII 	365639 	365753 	0.348041401631
YGL076C 	chrVII 	365755 	365861 	0.159428596546
YGL076C 	chrVII 	365862 	365952 	0.0589364311906
YGL076C 	chrVII 	366000 	366053 	0.726829627849
YGL070C 	chrVII 	374138 	374240 	0.694949372144
YGL070C 	chrVII 	374243 	374330 	0.825681494416
YGL070C 	chrVII 	374331 	374426 	0.639652629993
YGL070C 	chrVII 	374430 	374510 	0.763140743998
YGL070C 	chrVII 	374511 	374619 	0.814617364869
YGL070C 	chrVII 	374621 	374724 	0.603091575208
YGL070C 	chrVII 	374726 	374835 	0.545734080699
YGL054C 	chrVII 	400591 	400694 	0.373452325842
YGL054C 	chrVII 	400696 	400807 	0.681071789217
YGL054C 	chrVII 	400809 	400892 	0.701199853447
YGL054C 	chrVII 	400893 	401003 	0.601751933604
YGL054C 	chrVII 	401004 	401105 	0.789345007206
YGL054C 	chrVII 	401108 	401208 	0.866136289263
YGL054C 	chrVII 	401210 	401314 	0.664715222473
YGL054C 	chrVII 	401341 	401384 	0.802700722623
YGL048C 	chrVII 	409983 	410099 	0.746278318917
YGL048C 	chrVII 	410100 	410187 	0.664377133134
YGL048C 	chrVII 	410191 	410298 	-0.0301102511361
YGL048C 	chrVII 	410299 	410392 	0.713399564127
YGL048C 	chrVII 	410395 	410479 	0.744843721554
YGL048C 	chrVII 	410480 	410600 	0.486434992819
YGL048C 	chrVII 	410605 	410705 	0.723201558033
YGL048C 	chrVII 	410706 	410808 	0.472185870841
YGL048C 	chrVII 	410809 	410918 	0.452879242455
YGL048C 	chrVII 	410919 	411021 	0.639873770846
YGL048C 	chrVII 	411022 	411125 	0.580620465514
YGL048C 	chrVII 	411128 	411206 	0.645840091394
YGL048C 	chrVII 	411207 	411289 	0.75159799264
YGL044C 	chrVII 	415882 	415996 	0.50202166872
YGL044C 	chrVII 	415998 	416098 	0.724158464394
YGL044C 	chrVII 	416101 	416188 	0.43759051955
YGL044C 	chrVII 	416189 	416282 	0.501771603401
YGL044C 	chrVII 	416283 	416387 	0.551972305006
YGL044C 	chrVII 	416389 	416496 	0.63313770695
YGL044C 	chrVII 	416497 	416582 	0.616413240191
YGL044C 	chrVII 	416583 	416674 	0.264102568214
YGL044C 	chrVII 	416676 	416748 	0.414587903216
YGL044C 	chrVII 	416752 	416864 	0.471510835204
YGL044C 	chrVII 	416865 	416964 	0.684968834098
YGL044C 	chrVII 	416965 	417058 	0.677414187421
YGL044C 	chrVII 	417059 	417146 	0.361162819818
YGL044C 	chrVII 	417147 	417234 	0.3070320493
YGL040C 	chrVII 	419327 	419427 	0.586238869763
YGL040C 	chrVII 	419428 	419526 	0.631659450106
YGL040C 	chrVII 	419527 	419629 	0.68243707075
YGL040C 	chrVII 	419630 	419732 	0.615968474094
YGL040C 	chrVII 	419736 	419851 	0.327860362977
YGL040C 	chrVII 	419854 	419963 	0.442109053868
YGL040C 	chrVII 	419964 	420067 	0.742369974449
YGL040C 	chrVII 	420068 	420188 	0.547946641077
YGL040C 	chrVII 	420191 	420301 	0.769993071536
YGL040C 	chrVII 	420303 	420403 	0.612357231618
YGL040C 	chrVII 	420404 	420495 	0.519239469266
YGL040C 	chrVII 	420497 	420582 	0.605765435662
YGL040C 	chrVII 	420612 	420652 	0.834128979971
YGL037C 	chrVII 	427191 	427281 	0.597773188716
YGL037C 	chrVII 	427282 	427370 	0.10851213274
YGL037C 	chrVII 	427373 	427460 	0.559289644205
YGL037C 	chrVII 	427466 	427552 	0.764825865143
YGL037C 	chrVII 	427555 	427657 	0.687685413035
YGL037C 	chrVII 	427658 	427742 	0.619886951874
YGL037C 	chrVII 	427745 	427829 	0.874900194156
YGL037C 	chrVII 	427831 	427946 	0.731682967628
YGL037C 	chrVII 	427947 	428034 	0.736385367773
YGL032C 	chrVII 	436561 	436639 	0.718119868258
YGL032C 	chrVII 	436640 	436740 	0.552323329371
YGL032C 	chrVII 	436744 	436841 	0.565028568691
YGL032C 	chrVII 	436844 	436946 	0.832742265773
YGL031C 	chrVII 	437331 	437432 	0.885479863823
YGL031C 	chrVII 	437438 	437538 	0.810752767395
YGL031C 	chrVII 	437539 	437623 	0.765128304208
YGL031C 	chrVII 	437625 	437718 	0.684500761482
YGL031C 	chrVII 	437719 	437813 	0.801858811981
YGL031C 	chrVII 	437814 	437904 	0.624546745057
YGL031C 	chrVII 	437905 	438009 	0.781683372206
YGL031C 	chrVII 	438012 	438107 	0.523617904062
YGL031C 	chrVII 	438108 	438199 	0.633533298518
YGL031C 	chrVII 	438200 	438298 	0.391301334176
YGL031C 	chrVII 	438299 	438400 	0.37808598178
YGL028C 	chrVII 	440979 	441086 	0.813463532558
YGL028C 	chrVII 	441087 	441176 	0.755765614948
YGL028C 	chrVII 	441178 	441269 	0.409123568237
YGL028C 	chrVII 	441271 	441375 	0.640396094453
YGL028C 	chrVII 	441380 	441467 	0.399137663841
YGL028C 	chrVII 	441469 	441583 	0.556762200787
YGL028C 	chrVII 	441584 	441674 	0.656075924166
YGL028C 	chrVII 	441675 	441785 	0.808474382986
YGL028C 	chrVII 	441786 	441897 	0.676144965883
YGL028C 	chrVII 	441899 	441988 	0.703424392539
YGL028C 	chrVII 	441989 	442091 	0.717310909225
YGL028C 	chrVII 	442093 	442177 	0.745241384184
YGL028C 	chrVII 	442178 	442274 	0.864484451479
YGL028C 	chrVII 	442276 	442359 	0.534315553489
YGL028C 	chrVII 	442360 	442445 	0.792794741465
YGL028C 	chrVII 	442447 	442544 	0.686335349633
YGL028C 	chrVII 	442545 	442626 	0.468520566717
YGL028C 	chrVII 	442627 	442704 	0.563906826997
YGL028C 	chrVII 	442705 	442801 	0.599029027335
YGL028C 	chrVII 	442802 	442891 	0.683838366087
