Ensembl Gene ID	Ensembl Transcript ID	GO Term Name	GO Term Accession	GO Term Definition	GOSlim GOA Description
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	nucleobase-containing compound transport
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	protein transporter activity
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	endomembrane system
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	membrane
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	cytoplasm
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	protein targeting
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	molecular_function
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	nuclear transport
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	cellular_component
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	biological_process
YER110C	YER110C	integral component of membrane	GO:0016021	"The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	nucleus
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	nucleobase-containing compound transport
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	protein transporter activity
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	endomembrane system
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	membrane
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	cytoplasm
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	protein targeting
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	molecular_function
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	nuclear transport
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	cellular_component
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	biological_process
YER110C	YER110C	nuclear pore	GO:0005643	"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]"	nucleus
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	nucleobase-containing compound transport
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	protein transporter activity
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	endomembrane system
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	membrane
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	cytoplasm
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	protein targeting
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	molecular_function
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	nuclear transport
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	cellular_component
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	biological_process
YER110C	YER110C	mRNA transport	GO:0051028	"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	nucleus
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	nucleobase-containing compound transport
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	protein transporter activity
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	endomembrane system
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	membrane
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	cytoplasm
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	protein targeting
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	molecular_function
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	nuclear transport
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	cellular_component
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	biological_process
YER110C	YER110C	protein transporter activity	GO:0008565	"Enables the directed movement of proteins into, out of or within a cell, or between cells. [ISBN:0198506732]"	nucleus
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	nucleobase-containing compound transport
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	protein transporter activity
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	endomembrane system
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	membrane
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	cytoplasm
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	protein targeting
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	molecular_function
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	nuclear transport
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	cellular_component
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	biological_process
YER110C	YER110C	intracellular protein transport	GO:0006886	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]"	nucleus
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	nucleobase-containing compound transport
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	protein transporter activity
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	endomembrane system
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	membrane
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	cytoplasm
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	protein targeting
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	molecular_function
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	nuclear transport
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	cellular_component
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	biological_process
YER110C	YER110C	protein transport	GO:0015031	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]"	nucleus
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	nucleobase-containing compound transport
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	protein transporter activity
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	endomembrane system
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	membrane
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	cytoplasm
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	protein targeting
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	molecular_function
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	nuclear transport
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	cellular_component
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	biological_process
YER110C	YER110C	protein import into nucleus	GO:0006606	The directed movement of a protein from the cytoplasm to the nucleus. [GOC:jl]	nucleus
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	nucleus
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	regulation of protein modification process
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	protein modification by small protein conjugation or removal
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	pseudohyphal growth
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	generation of precursor metabolites and energy
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	ion binding
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	signaling
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	biological_process
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	DNA binding
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	molecular_function
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	mitotic cell cycle
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	sporulation
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	meiotic cell cycle
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	cell wall organization or biogenesis
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	cellular_component
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	cellular response to DNA damage stimulus
YER177W	YER177W	nucleus	GO:0005634	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"	carbohydrate metabolic process
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	nucleus
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	regulation of protein modification process
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	protein modification by small protein conjugation or removal
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	pseudohyphal growth
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	generation of precursor metabolites and energy
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	ion binding
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	signaling
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	biological_process
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	DNA binding
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	molecular_function
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	mitotic cell cycle
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	sporulation
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	meiotic cell cycle
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	cell wall organization or biogenesis
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	cellular_component
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	cellular response to DNA damage stimulus
YER177W	YER177W	protein domain specific binding	GO:0019904	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	carbohydrate metabolic process
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	nucleus
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	regulation of protein modification process
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	protein modification by small protein conjugation or removal
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	pseudohyphal growth
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	generation of precursor metabolites and energy
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	ion binding
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	signaling
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	biological_process
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	DNA binding
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	molecular_function
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	mitotic cell cycle
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	sporulation
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	meiotic cell cycle
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	cell wall organization or biogenesis
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	cellular_component
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	cellular response to DNA damage stimulus
YER177W	YER177W	obsolete plasma membrane enriched fraction	GO:0001950	"OBSOLETE: The fraction of cells, prepared by disruptive biochemical methods, that is enriched for plasma membranes. [GOC:mgi_curators, PMID:11562363, PMID:15601832]"	carbohydrate metabolic process
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	nucleus
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	regulation of protein modification process
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	protein modification by small protein conjugation or removal
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	pseudohyphal growth
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	generation of precursor metabolites and energy
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	ion binding
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	signaling
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	biological_process
